Gstin,Status,KycScore,SharedContact,Sector
07BBBBB3034B1Z183,Active,28,9688278257,Metal/Steel
07BBBBB9977B1Z184,Active,35,9517454111,Metal/Steel
07BBBBB5798B1Z185,Active,27,9412219497,Metal/Steel
07BBBBB9096B1Z186,Active,40,9614813328,Metal/Steel
07BBBBB3466B1Z187,Cancelled,38,9856302649,Metal/Steel
07BBBBB4265B1Z188,Active,40,9537765525,Metal/Steel
07BBBBB2465B1Z189,Active,37,9153884979,Metal/Steel
07BBBBB7144B1Z190,Active,40,9884581577,Metal/Steel
07BBBBB6651B1Z191,Active,29,9430787223,Metal/Steel
07BBBBB4657B1Z192,Cancelled,37,9179829304,Metal/Steel
07BBBBB8784B1Z193,Active,35,9154908737,Metal/Steel
07BBBBB7949B1Z194,Cancelled,31,9865734264,Metal/Steel
07BBBBB5790B1Z195,Active,36,9763836111,Metal/Steel
07BBBBB3240B1Z196,Active,23,9291285321,Metal/Steel
07BBBBB3646B1Z197,Cancelled,12,9872451190,Metal/Steel
07BBBBB1734B1Z198,Cancelled,17,9720474035,Metal/Steel
07BBBBB3812B1Z199,Active,16,9282233106,Metal/Steel
07BBBBB5362B1Z200,Active,30,9854446820,Metal/Steel
07BBBBB5500B1Z201,Active,28,9534603212,Metal/Steel
07BBBBB1720B1Z202,Active,23,9438276695,Metal/Steel
07BBBBB2169B1Z203,Cancelled,12,9449499181,Metal/Steel
07BBBBB9720B1Z204,Cancelled,17,9742701423,Metal/Steel
07BBBBB3059B1Z205,Active,34,9222279606,Metal/Steel
07BBBBB8234B1Z206,Cancelled,38,9484578232,Metal/Steel
07BBBBB7821B1Z207,Active,18,9975993260,Metal/Steel
07BBBBB3900B1Z208,Active,31,9227064774,Metal/Steel
07BBBBB6879B1Z209,Active,24,9428054051,Metal/Steel
07BBBBB6279B1Z210,Active,34,9155719708,Metal/Steel
07BBBBB4256B1Z211,Active,11,9545173017,Metal/Steel
07BBBBB4090B1Z212,Active,20,9566152392,Metal/Steel
07BBBBB1628B1Z213,Cancelled,11,9171122595,Metal/Steel
07BBBBB9690B1Z214,Active,12,9581780456,Metal/Steel
07BBBBB7503B1Z215,Active,28,9978458018,Metal/Steel
07BBBBB7054B1Z216,Active,10,9940966133,Metal/Steel
07BBBBB2036B1Z217,Active,14,9988530616,Metal/Steel
07BBBBB5287B1Z218,Active,37,9475196006,Metal/Steel
07BBBBB6542B1Z219,Active,30,9304680918,Metal/Steel
07BBBBB5892B1Z220,Active,36,9259316599,Metal/Steel
07BBBBB3340B1Z221,Active,10,9118780245,Metal/Steel
07BBBBB4324B1Z222,Cancelled,37,9458038861,Metal/Steel
07BBBBB5365B1Z223,Active,17,9772404875,Metal/Steel
07BBBBB6881B1Z224,Active,22,9351666458,Metal/Steel
07BBBBB2529B1Z225,Active,26,9183009812,Metal/Steel
07BBBBB1466B1Z226,Active,11,9658680462,Metal/Steel
07BBBBB3095B1Z227,Cancelled,32,9773697747,Metal/Steel
07BBBBB9701B1Z228,Active,11,9674999677,Metal/Steel
07BBBBB4826B1Z229,Active,19,9201399518,Metal/Steel
07BBBBB5865B1Z230,Active,23,9785835530,Metal/Steel
07BBBBB6840B1Z231,Active,40,9556127628,Metal/Steel
07BBBBB7014B1Z232,Active,12,9461821432,Metal/Steel
07BBBBB6646B1Z233,Cancelled,28,9109687014,Metal/Steel
07BBBBB5385B1Z234,Active,26,9740437978,Metal/Steel
07BBBBB2259B1Z235,Active,30,9220915525,Metal/Steel
07BBBBB2980B1Z236,Active,17,9610504143,Metal/Steel
07BBBBB8570B1Z237,Cancelled,20,9475786174,Metal/Steel
07BBBBB8991B1Z238,Active,22,9217635827,Metal/Steel
07BBBBB5838B1Z239,Active,14,9301412674,Metal/Steel
07BBBBB3076B1Z240,Active,17,9184011996,Metal/Steel
07BBBBB7063B1Z241,Active,15,9190962657,Metal/Steel
07BBBBB9317B1Z242,Active,39,9331881164,Metal/Steel
07BBBBB7979B1Z243,Active,14,9461173700,Metal/Steel
07BBBBB7305B1Z244,Active,40,9233786198,Metal/Steel
07BBBBB5128B1Z245,Cancelled,30,9240649796,Metal/Steel
07BBBBB2829B1Z246,Active,16,9619730831,Metal/Steel
07BBBBB1727B1Z247,Active,25,9954343662,Metal/Steel
07BBBBB1145B1Z248,Active,27,9386010222,Metal/Steel
07BBBBB9094B1Z249,Active,29,9522914421,Metal/Steel
07BBBBB2526B1Z250,Active,22,9930515809,Metal/Steel
07BBBBB9658B1Z251,Active,32,9424477725,Metal/Steel
07BBBBB3189B1Z252,Active,30,9843813448,Metal/Steel
07BBBBB9438B1Z253,Active,24,9249428947,Metal/Steel
07BBBBB4916B1Z254,Cancelled,22,9835166516,Metal/Steel
07BBBBB1722B1Z255,Active,16,9155353570,Metal/Steel
07BBBBB8056B1Z256,Active,13,9643092715,Metal/Steel
07BBBBB4823B1Z257,Active,13,9375365344,Metal/Steel
07BBBBB1792B1Z258,Cancelled,27,9359775203,Metal/Steel
07BBBBB4692B1Z259,Active,13,9800990164,Metal/Steel
07BBBBB2083B1Z260,Active,31,9168972468,Metal/Steel
07BBBBB4325B1Z261,Active,32,9963410640,Metal/Steel
07BBBBB2227B1Z262,Cancelled,29,9828420555,Metal/Steel
07BBBBB7925B1Z263,Active,37,9824767819,Metal/Steel
07BBBBB4283B1Z264,Active,24,9653738116,Metal/Steel
07BBBBB1159B1Z265,Active,40,9380085442,Metal/Steel
07BBBBB3871B1Z266,Active,25,9636790047,Metal/Steel
07BBBBB9495B1Z267,Cancelled,11,9224234458,Metal/Steel
07BBBBB2723B1Z268,Cancelled,22,9767892394,Metal/Steel
07BBBBB6442B1Z269,Active,14,9697385577,Metal/Steel
07BBBBB2722B1Z270,Active,34,9897400904,Metal/Steel
07BBBBB9506B1Z271,Active,12,9714576309,Metal/Steel
07BBBBB1795B1Z272,Active,37,9779492865,Metal/Steel
07BBBBB8955B1Z273,Active,15,9605491371,Metal/Steel
07BBBBB2123B1Z274,Active,11,9785709063,Metal/Steel
07BBBBB1681B1Z275,Active,16,9720015246,Metal/Steel
07BBBBB8489B1Z276,Active,20,9323847259,Metal/Steel
07BBBBB4424B1Z277,Active,26,9930694517,Metal/Steel
07BBBBB7149B1Z278,Cancelled,11,9274520442,Metal/Steel
07BBBBB8713B1Z279,Cancelled,27,9442138746,Metal/Steel
07BBBBB3150B1Z280,Cancelled,22,9537878540,Metal/Steel
07BBBBB3698B1Z281,Cancelled,36,9236608657,Metal/Steel
07BBBBB1713B1Z282,Active,14,9110407819,Metal/Steel
07BBBBB1288B1Z283,Active,25,9937483431,Metal/Steel
07BBBBB2316B1Z284,Active,18,9892993413,Metal/Steel
07BBBBB5545B1Z285,Active,34,9290751932,Metal/Steel
07BBBBB9740B1Z286,Active,31,9996329613,Metal/Steel
07BBBBB8823B1Z287,Cancelled,21,9786399006,Metal/Steel
07BBBBB6536B1Z288,Cancelled,17,9182652730,Metal/Steel
07BBBBB2159B1Z289,Active,40,9484833787,Metal/Steel
07BBBBB8430B1Z290,Cancelled,14,9958545683,Metal/Steel
07BBBBB8631B1Z291,Active,20,9318704082,Metal/Steel
07BBBBB4325B1Z292,Active,30,9989009315,Metal/Steel
07BBBBB7201B1Z293,Active,23,9907741144,Metal/Steel
07BBBBB8250B1Z294,Active,26,9987409653,Metal/Steel
07BBBBB1183B1Z295,Cancelled,34,9265406217,Metal/Steel
07BBBBB6301B1Z296,Active,14,9384182040,Metal/Steel
07BBBBB8173B1Z297,Cancelled,11,9562854299,Metal/Steel
07BBBBB3013B1Z298,Active,12,9914173062,Metal/Steel
07BBBBB8084B1Z299,Cancelled,40,9246728693,Metal/Steel
07BBBBB8798B1Z300,Active,31,9999268165,Metal/Steel
07BBBBB7862B1Z301,Active,21,9517494958,Metal/Steel
07BBBBB7103B1Z302,Active,12,9588820027,Metal/Steel
07BBBBB4639B1Z303,Active,33,9928410758,Metal/Steel
07BBBBB4845B1Z304,Active,20,9332860500,Metal/Steel
07BBBBB2673B1Z305,Cancelled,16,9853577882,Metal/Steel
07BBBBB7116B1Z306,Active,27,9788064058,Metal/Steel
07BBBBB7238B1Z307,Active,13,9878289133,Metal/Steel
07BBBBB6638B1Z308,Active,24,9150228682,Metal/Steel
07BBBBB6350B1Z309,Cancelled,23,9943872368,Metal/Steel
07BBBBB1067B1Z310,Active,40,9721664045,Metal/Steel
07BBBBB3164B1Z311,Cancelled,27,9617186623,Metal/Steel
07BBBBB3020B1Z312,Active,20,9688811134,Metal/Steel
07BBBBB9602B1Z313,Active,36,9529358601,Metal/Steel
07BBBBB6391B1Z314,Active,24,9632345768,Metal/Steel
07BBBBB7685B1Z315,Active,34,9637111099,Metal/Steel
07BBBBB2605B1Z316,Active,28,9502527981,Metal/Steel
07BBBBB4336B1Z317,Active,17,9290993979,Metal/Steel
07BBBBB4633B1Z318,Cancelled,29,9334273187,Metal/Steel
07BBBBB1318B1Z319,Active,27,9925670328,Metal/Steel
07BBBBB8200B1Z320,Active,22,9139353330,Metal/Steel
07BBBBB5795B1Z321,Active,21,9897942640,Metal/Steel
07BBBBB6853B1Z322,Cancelled,24,9655505157,Metal/Steel
07BBBBB6112B1Z323,Cancelled,20,9252140713,Metal/Steel
07BBBBB7606B1Z324,Active,31,9181002285,Metal/Steel
07BBBBB4086B1Z325,Active,26,9615194295,Metal/Steel
07BBBBB8584B1Z326,Active,37,9603753817,Metal/Steel
07BBBBB2651B1Z327,Active,20,9860144087,Metal/Steel
07BBBBB2017B1Z328,Active,15,9382779676,Metal/Steel
07BBBBB9078B1Z329,Cancelled,36,9285902764,Metal/Steel
07BBBBB5594B1Z330,Active,15,9271217576,Metal/Steel
07BBBBB2029B1Z331,Cancelled,10,9929416290,Metal/Steel
07BBBBB5569B1Z332,Active,30,9623015474,Metal/Steel
07BBBBB9452B1Z333,Active,13,9259376841,Metal/Steel
07BBBBB8156B1Z334,Active,10,9347789701,Metal/Steel
07BBBBB2628B1Z335,Active,20,9800026758,Metal/Steel
07BBBBB8243B1Z336,Active,10,9408480872,Metal/Steel
07BBBBB3150B1Z337,Active,13,9352929809,Metal/Steel
07BBBBB5531B1Z338,Active,39,9460990516,Metal/Steel
07BBBBB6218B1Z339,Cancelled,15,9814776145,Metal/Steel
07BBBBB7325B1Z340,Active,23,9372708397,Metal/Steel
07BBBBB6096B1Z341,Active,35,9835497668,Metal/Steel
07BBBBB8684B1Z342,Active,32,9956090819,Metal/Steel
07BBBBB2797B1Z343,Active,40,9466687850,Metal/Steel
07BBBBB1039B1Z344,Active,34,9666715060,Metal/Steel
07BBBBB2450B1Z345,Active,24,9807563971,Metal/Steel
07BBBBB5082B1Z346,Active,10,9392931850,Metal/Steel
07BBBBB3812B1Z347,Active,34,9202319848,Metal/Steel
07BBBBB3762B1Z348,Active,15,9951096337,Metal/Steel
07BBBBB9855B1Z349,Active,15,9832983713,Metal/Steel
07BBBBB2233B1Z350,Active,35,9733693482,Metal/Steel
07BBBBB8545B1Z351,Cancelled,38,9575092793,Metal/Steel
07BBBBB2812B1Z352,Active,29,9368487219,Metal/Steel
07BBBBB5970B1Z353,Active,16,9104605426,Metal/Steel
07BBBBB2942B1Z354,Cancelled,24,9758521819,Metal/Steel
07BBBBB9206B1Z355,Active,11,9565221501,Metal/Steel
07BBBBB8022B1Z356,Active,19,9153895608,Metal/Steel
07BBBBB8224B1Z357,Active,23,9221241151,Metal/Steel
07BBBBB5812B1Z358,Active,27,9960021538,Metal/Steel
07BBBBB9416B1Z359,Active,32,9252193243,Metal/Steel
07BBBBB5933B1Z360,Active,29,9456118950,Metal/Steel
07BBBBB9330B1Z361,Active,20,9279877721,Metal/Steel
07BBBBB9122B1Z362,Active,18,9498170485,Metal/Steel
07BBBBB1969B1Z363,Active,12,9184500269,Metal/Steel
07BBBBB2004B1Z364,Active,37,9368996212,Metal/Steel
07BBBBB9958B1Z365,Active,24,9122596364,Metal/Steel
07BBBBB2942B1Z366,Cancelled,33,9549181748,Metal/Steel
07BBBBB8125B1Z367,Cancelled,33,9120425713,Metal/Steel
07BBBBB2380B1Z368,Active,21,9429723043,Metal/Steel
07BBBBB6341B1Z369,Active,29,9896412652,Metal/Steel
07BBBBB5633B1Z370,Active,38,9514131868,Metal/Steel
07BBBBB3492B1Z371,Active,37,9153313195,Metal/Steel
07BBBBB6851B1Z372,Cancelled,20,9194449204,Metal/Steel
07BBBBB2688B1Z373,Active,23,9639089500,Metal/Steel
07BBBBB9703B1Z374,Cancelled,11,9685354073,Metal/Steel
07BBBBB9128B1Z375,Active,16,9535475681,Metal/Steel
07BBBBB6677B1Z376,Active,19,9761092649,Metal/Steel
07BBBBB2050B1Z377,Active,12,9796417950,Metal/Steel
07BBBBB6087B1Z378,Active,15,9338857109,Metal/Steel
07BBBBB1355B1Z379,Active,19,9694943065,Metal/Steel
07BBBBB8917B1Z380,Active,28,9477675001,Metal/Steel
07BBBBB5012B1Z381,Cancelled,30,9210501741,Metal/Steel
07BBBBB5908B1Z382,Active,33,9952809010,Metal/Steel
07BBBBB7595B1Z383,Active,21,9337676544,Metal/Steel
07BBBBB1303B1Z384,Active,40,9493622562,Metal/Steel
07BBBBB3037B1Z385,Cancelled,12,9481157025,Metal/Steel
07BBBBB1400B1Z386,Active,37,9263645186,Metal/Steel
07BBBBB6886B1Z387,Active,12,9217528898,Metal/Steel
07BBBBB1881B1Z388,Active,24,9163378840,Metal/Steel
07BBBBB5682B1Z389,Active,21,9273534594,Metal/Steel
07BBBBB5954B1Z390,Cancelled,24,9477374987,Metal/Steel
07BBBBB5425B1Z391,Active,23,9612075350,Metal/Steel
07BBBBB3708B1Z392,Active,15,9130701370,Metal/Steel
07BBBBB6431B1Z393,Active,24,9948428881,Metal/Steel
07BBBBB6129B1Z394,Cancelled,23,9237825583,Metal/Steel
07BBBBB7075B1Z395,Active,10,9753880629,Metal/Steel
07BBBBB9968B1Z396,Active,15,9296128785,Metal/Steel
07BBBBB2551B1Z397,Active,35,9289187425,Metal/Steel
07BBBBB2831B1Z398,Active,19,9942301519,Metal/Steel
07BBBBB7446B1Z399,Active,13,9381920419,Metal/Steel
07BBBBB7801B1Z400,Active,38,9868636504,Metal/Steel
07BBBBB7026B1Z401,Active,13,9924573122,Metal/Steel
07BBBBB1019B1Z402,Active,13,9352841000,Metal/Steel
07BBBBB4251B1Z403,Active,20,9509533853,Metal/Steel
07BBBBB5650B1Z404,Cancelled,14,9256811796,Metal/Steel
07BBBBB6919B1Z405,Active,27,9492344456,Metal/Steel
07BBBBB9268B1Z406,Cancelled,26,9328650976,Metal/Steel
07BBBBB8883B1Z407,Active,25,9174656128,Metal/Steel
07BBBBB9296B1Z408,Active,17,9562354668,Metal/Steel
07BBBBB4924B1Z409,Active,34,9829220114,Metal/Steel
07BBBBB5245B1Z410,Active,10,9447978016,Metal/Steel
07BBBBB8656B1Z411,Active,31,9987503031,Metal/Steel
07BBBBB6649B1Z412,Active,37,9743173483,Metal/Steel
07BBBBB7084B1Z413,Active,40,9154909462,Metal/Steel
07BBBBB5857B1Z414,Active,33,9286071637,Metal/Steel
07BBBBB3363B1Z415,Cancelled,15,9572344479,Metal/Steel
07BBBBB8019B1Z416,Active,21,9771378210,Metal/Steel
07BBBBB4813B1Z417,Active,22,9540065204,Metal/Steel
07BBBBB9760B1Z418,Active,36,9561111737,Metal/Steel
07BBBBB1374B1Z419,Active,16,9983187799,Metal/Steel
07BBBBB4234B1Z420,Active,32,9211771378,Metal/Steel
07BBBBB7514B1Z421,Active,22,9510501879,Metal/Steel
07BBBBB6284B1Z422,Cancelled,33,9603254054,Metal/Steel
07BBBBB1083B1Z423,Active,31,9293027033,Metal/Steel
07BBBBB3562B1Z424,Active,16,9635638630,Metal/Steel
07BBBBB5207B1Z425,Active,29,9642245000,Metal/Steel
07BBBBB9864B1Z426,Active,38,9726623436,Metal/Steel
07BBBBB3122B1Z427,Active,32,9206839474,Metal/Steel
07BBBBB2978B1Z428,Active,16,9291245361,Metal/Steel
07BBBBB7728B1Z429,Active,35,9341514697,Metal/Steel
07BBBBB5711B1Z430,Active,22,9547423572,Metal/Steel
07BBBBB8691B1Z431,Active,38,9307674783,Metal/Steel
07BBBBB7985B1Z432,Active,14,9819139206,Metal/Steel
07BBBBB4912B1Z433,Cancelled,39,9584842220,Metal/Steel
07BBBBB8103B1Z434,Active,27,9154790395,Metal/Steel
07BBBBB9536B1Z435,Active,24,9162528672,Metal/Steel
07BBBBB9688B1Z436,Active,37,9890222366,Metal/Steel
07BBBBB8471B1Z437,Active,20,9985080754,Metal/Steel
07BBBBB4388B1Z438,Cancelled,21,9998715896,Metal/Steel
07BBBBB9963B1Z439,Active,23,9863386337,Metal/Steel
07BBBBB9254B1Z440,Cancelled,14,9894335444,Metal/Steel
07BBBBB1268B1Z441,Active,18,9383790356,Metal/Steel
07BBBBB8784B1Z442,Active,28,9229424991,Metal/Steel
07BBBBB5190B1Z443,Cancelled,16,9304718013,Metal/Steel
07BBBBB1141B1Z444,Active,24,9648536479,Metal/Steel
07BBBBB8777B1Z445,Active,23,9676844544,Metal/Steel
07BBBBB4803B1Z446,Active,19,9745424237,Metal/Steel
07BBBBB8966B1Z447,Cancelled,17,9662093361,Metal/Steel
07BBBBB1009B1Z448,Active,13,9820632838,Metal/Steel
07BBBBB1498B1Z449,Active,37,9425687280,Metal/Steel
07BBBBB4424B1Z450,Active,15,9309325134,Metal/Steel
07BBBBB5535B1Z451,Active,10,9934594504,Metal/Steel
07BBBBB2827B1Z452,Active,40,9100363618,Metal/Steel
07BBBBB8011B1Z453,Cancelled,20,9349098177,Metal/Steel
07BBBBB3158B1Z454,Cancelled,37,9553454859,Metal/Steel
07BBBBB6250B1Z455,Active,11,9479631337,Metal/Steel
07BBBBB7057B1Z456,Active,17,9173727021,Metal/Steel
07BBBBB2980B1Z457,Active,31,9943774093,Metal/Steel
07BBBBB3025B1Z458,Active,38,9314521658,Metal/Steel
07BBBBB2928B1Z459,Active,30,9341760553,Metal/Steel
07BBBBB5095B1Z460,Cancelled,39,9798125477,Metal/Steel
07BBBBB5092B1Z461,Active,13,9476462527,Metal/Steel
07BBBBB3016B1Z462,Active,39,9647628651,Metal/Steel
07BBBBB2367B1Z463,Cancelled,40,9205916198,Metal/Steel
07BBBBB1309B1Z464,Cancelled,35,9509352622,Metal/Steel
07BBBBB3766B1Z465,Active,16,9793040206,Metal/Steel
07BBBBB9613B1Z466,Active,11,9980090776,Metal/Steel
07BBBBB2877B1Z467,Active,18,9309588942,Metal/Steel
07BBBBB7927B1Z468,Active,22,9498576078,Metal/Steel
07BBBBB5662B1Z469,Active,34,9168524677,Metal/Steel
07BBBBB6405B1Z470,Active,13,9367226820,Metal/Steel
07BBBBB8654B1Z471,Active,17,9667753671,Metal/Steel
07BBBBB7024B1Z472,Active,13,9812107242,Metal/Steel
07BBBBB8854B1Z473,Active,17,9395970290,Metal/Steel
07BBBBB1105B1Z474,Active,22,9534257035,Metal/Steel
07BBBBB5752B1Z475,Active,29,9126630879,Metal/Steel
07BBBBB4299B1Z476,Active,16,9287475903,Metal/Steel
07BBBBB5525B1Z477,Cancelled,24,9719185101,Metal/Steel
07BBBBB7057B1Z478,Active,36,9976000663,Metal/Steel
07BBBBB9335B1Z479,Active,10,9100795931,Metal/Steel
07BBBBB3631B1Z480,Active,31,9758258797,Metal/Steel
07BBBBB7776B1Z481,Active,27,9780097660,Metal/Steel
07BBBBB9351B1Z482,Cancelled,29,9113630945,Metal/Steel
07BBBBB1959B1Z483,Active,21,9125393822,Metal/Steel
07BBBBB3565B1Z484,Cancelled,30,9637705351,Metal/Steel
07BBBBB4697B1Z485,Active,27,9575821522,Metal/Steel
07BBBBB6030B1Z486,Active,11,9244748089,Metal/Steel
07BBBBB8689B1Z487,Active,12,9336299169,Metal/Steel
07BBBBB5182B1Z488,Active,31,9137370139,Metal/Steel
07BBBBB9395B1Z489,Active,15,9967081168,Metal/Steel
07BBBBB9739B1Z490,Cancelled,34,9378704501,Metal/Steel
07BBBBB4896B1Z491,Active,27,9960589396,Metal/Steel
07BBBBB5575B1Z492,Active,18,9745453989,Metal/Steel
07BBBBB7487B1Z493,Active,35,9976549828,Metal/Steel
07BBBBB7283B1Z494,Cancelled,16,9449473816,Metal/Steel
07BBBBB4561B1Z495,Active,15,9791092280,Metal/Steel
07BBBBB7941B1Z496,Cancelled,31,9252848312,Metal/Steel
07BBBBB5482B1Z497,Cancelled,36,9531115812,Metal/Steel
07BBBBB1539B1Z498,Active,27,9254276965,Metal/Steel
07BBBBB2404B1Z499,Cancelled,39,9440683103,Metal/Steel
11ABCDE3573F1Z0,Active,99,9528605348,General
33ABCDE6274F1Z1,Active,93,9893793821,General
18ABCDE1814F1Z2,Active,93,9559610552,General
22ABCDE6648F1Z3,Active,80,9540423317,General
14ABCDE8703F1Z4,Active,91,9503460783,General
20ABCDE8432F1Z5,Active,80,9674762088,General
27ABCDE2814F1Z6,Active,87,9235500601,General
25ABCDE1216F1Z7,Active,82,9839318224,General
32ABCDE7693F1Z8,Active,77,9286994172,General
35ABCDE9331F1Z9,Active,82,9689520776,General
26ABCDE7298F1Z10,Active,94,9114616572,General
16ABCDE2783F1Z11,Active,80,9518500154,General
12ABCDE9263F1Z12,Active,74,9518498195,General
18ABCDE3334F1Z13,Active,74,9642440095,General
26ABCDE1891F1Z14,Active,100,9670611486,General
30ABCDE7513F1Z15,Active,90,9397374014,General
24ABCDE5728F1Z16,Active,84,9655959170,General
30ABCDE6530F1Z17,Active,83,9522500332,General
35ABCDE4671F1Z18,Active,99,9180497220,General
17ABCDE6687F1Z19,Active,79,9371160641,General
31ABCDE8067F1Z20,Active,81,9284887158,General
26ABCDE4287F1Z21,Active,85,9464878550,General
36ABCDE7412F1Z22,Active,77,9325313934,General
23ABCDE9697F1Z23,Active,100,9418227881,General
35ABCDE6794F1Z24,Active,80,9159814888,General
11ABCDE5920F1Z25,Active,93,9767557483,General
25ABCDE8939F1Z26,Active,77,9647040379,General
13ABCDE3199F1Z27,Active,82,9201306658,General
31ABCDE4676F1Z28,Active,75,9581962484,General
12ABCDE2824F1Z29,Active,84,9280980483,General
29ABCDE7299F1Z30,Active,78,9200830564,General
29ABCDE3989F1Z31,Active,98,9314547048,General
31ABCDE7167F1Z32,Active,79,9961588128,General
33ABCDE3742F1Z33,Active,96,9675587479,General
20ABCDE9440F1Z34,Active,82,9274230587,General
12ABCDE5551F1Z35,Active,73,9107017909,General
13ABCDE1278F1Z36,Active,90,9157602582,General
29ABCDE1885F1Z37,Active,92,9843071970,General
35ABCDE5420F1Z38,Active,80,9226167430,General
33ABCDE6704F1Z39,Active,87,9587104474,General
16ABCDE8074F1Z40,Active,78,9916400522,General
15ABCDE2773F1Z41,Active,87,9721983334,General
19ABCDE2700F1Z42,Active,93,9104977685,General
14ABCDE4898F1Z43,Active,81,9818454525,General
27ABCDE6878F1Z44,Active,92,9210996086,General
21ABCDE9896F1Z45,Active,70,9105000004,General
11ABCDE9399F1Z46,Active,86,9314377182,General
27ABCDE6371F1Z47,Active,95,9546383091,General
18ABCDE9015F1Z48,Active,75,9361593135,General
33ABCDE2626F1Z49,Active,83,9970901789,General
31ABCDE8165F1Z50,Active,78,9360647558,General
36ABCDE4759F1Z51,Active,79,9648874762,General
22ABCDE2214F1Z52,Active,93,9894117216,General
36ABCDE5218F1Z53,Active,82,9929723498,General
20ABCDE6812F1Z54,Active,94,9610189674,General
27ABCDE6962F1Z55,Active,90,9320160111,General
14ABCDE1190F1Z56,Active,73,9959819187,General
23ABCDE4037F1Z57,Active,77,9929976274,General
17ABCDE9303F1Z58,Active,85,9486102895,General
36ABCDE1234F1Z59,Active,89,9740946911,General
18ABCDE5376F1Z60,Active,93,9829231631,General
12ABCDE4680F1Z61,Active,95,9116634702,General
34ABCDE3914F1Z62,Active,84,9523405231,General
13ABCDE3488F1Z63,Active,99,9808542133,General
17ABCDE3922F1Z64,Active,70,9727672787,General
14ABCDE6695F1Z65,Active,81,9915930124,General
36ABCDE6093F1Z66,Active,87,9359498972,General
32ABCDE6645F1Z67,Active,96,9753835081,General
21ABCDE3359F1Z68,Active,99,9880781164,General
23ABCDE2626F1Z69,Active,98,9667550911,General
34ABCDE2511F1Z70,Active,94,9565043464,General
32ABCDE3766F1Z71,Active,91,9123265037,General
20ABCDE8471F1Z72,Active,89,9510606941,General
10ABCDE9125F1Z73,Active,81,9419090205,General
34ABCDE3157F1Z74,Active,76,9708274768,General
26ABCDE2194F1Z75,Active,75,9868314880,General
19ABCDE2941F1Z76,Active,93,9797730538,General
11ABCDE8464F1Z77,Active,77,9220180891,General
22ABCDE5255F1Z78,Active,84,9198512270,General
11ABCDE6917F1Z79,Active,79,9555302414,General
13ABCDE3078F1Z80,Active,75,9532238840,General
26ABCDE7636F1Z81,Active,72,9889368382,General
13ABCDE5149F1Z82,Active,72,9604350718,General
26ABCDE3416F1Z83,Active,81,9255516098,General
16ABCDE6638F1Z84,Active,86,9483703959,General
20ABCDE4637F1Z85,Active,71,9182273010,General
30ABCDE1490F1Z86,Active,83,9476577968,General
30ABCDE6657F1Z87,Active,94,9942708799,General
36ABCDE4854F1Z88,Active,90,9880905285,General
28ABCDE3655F1Z89,Active,81,9937305086,General
33ABCDE9723F1Z90,Active,86,9894627565,General
26ABCDE1293F1Z91,Active,74,9897597956,General
19ABCDE6745F1Z92,Active,75,9960181837,General
21ABCDE1674F1Z93,Active,95,9231256824,General
24ABCDE8176F1Z94,Active,89,9997972529,General
26ABCDE7520F1Z95,Active,81,9912748018,General
13ABCDE7985F1Z96,Active,85,9451301915,General
25ABCDE6399F1Z97,Active,84,9687106021,General
29ABCDE9213F1Z98,Active,83,9973345187,General
33ABCDE9918F1Z99,Active,95,9177358575,General
13ABCDE3134F1Z100,Active,92,9962557173,General
29ABCDE9893F1Z101,Active,89,9201809304,General
29ABCDE2802F1Z102,Active,87,9145807548,General
20ABCDE9023F1Z103,Active,87,9283233149,General
24ABCDE3017F1Z104,Active,78,9822410815,General
11ABCDE7117F1Z105,Active,72,9744349341,General
29ABCDE3890F1Z106,Active,89,9916319784,General
28ABCDE9620F1Z107,Active,73,9593608518,General
17ABCDE9252F1Z108,Active,88,9399420471,General
31ABCDE2200F1Z109,Active,70,9818415321,General
14ABCDE2903F1Z110,Active,97,9455980842,General
23ABCDE5782F1Z111,Active,81,9569109586,General
16ABCDE8946F1Z112,Active,77,9656835978,General
21ABCDE4573F1Z113,Active,78,9546575498,General
33ABCDE9745F1Z114,Active,80,9453791151,General
21ABCDE1194F1Z115,Active,90,9146745676,General
15ABCDE8579F1Z116,Active,83,9788826165,General
27ABCDE8491F1Z117,Active,78,9883644716,General
12ABCDE2905F1Z118,Active,93,9543589648,General
32ABCDE2670F1Z119,Active,82,9635973161,General
19ABCDE1403F1Z120,Active,85,9553562358,General
12ABCDE4058F1Z121,Active,88,9530981480,General
14ABCDE8617F1Z122,Active,93,9814643427,General
36ABCDE7264F1Z123,Active,70,9200801108,General
32ABCDE9754F1Z124,Active,100,9669925313,General
14ABCDE5100F1Z125,Active,72,9642393978,General
14ABCDE5687F1Z126,Active,93,9888485078,General
14ABCDE7330F1Z127,Active,83,9604437811,General
16ABCDE1693F1Z128,Active,99,9707725409,General
35ABCDE3302F1Z129,Active,84,9408137356,General
30ABCDE4266F1Z130,Active,92,9302100754,General
31ABCDE6748F1Z131,Active,96,9861460080,General
15ABCDE1809F1Z132,Active,100,9136684037,General
12ABCDE5973F1Z133,Active,74,9201256440,General
18ABCDE2635F1Z134,Active,79,9420831550,General
19ABCDE2000F1Z135,Active,91,9582319461,General
34ABCDE4453F1Z136,Active,77,9906455036,General
27ABCDE3147F1Z137,Active,99,9422738056,General
15ABCDE5656F1Z138,Active,84,9630204243,General
