Gstin,Gstr1_Liability,Gstr3b_Paid
07BBBBB2227B1Z262,125764.4,12648.62
07BBBBB7925B1Z263,80547.65,1965.3
07BBBBB4283B1Z264,98346.59999999999,17683.11
07BBBBB1159B1Z265,219432.57,2705.35
07BBBBB3871B1Z266,65038.46,10541.88
07BBBBB9495B1Z267,125798.37999999999,7823.22
07BBBBB2723B1Z268,46670.45,7166.99
07BBBBB6442B1Z269,257411.38,43888.9
07BBBBB2722B1Z270,65026.44,1522.47
07BBBBB9506B1Z271,71739.27,4075.89
07BBBBB1795B1Z272,70849.42,5243.96
07BBBBB8955B1Z273,10161.14,1823.2
07BBBBB2123B1Z274,128843.53,20136.8
07BBBBB1681B1Z275,0.0,0.0
07BBBBB8489B1Z276,9583.54,1452.4
07BBBBB4424B1Z277,89443.12,15132.13
07BBBBB7149B1Z278,101492.85,15002.83
07BBBBB8713B1Z279,63341.66,7173.58
07BBBBB3150B1Z280,15992.81,2060.05
07BBBBB3698B1Z281,256453.05000000002,19353.25
07BBBBB1713B1Z282,150684.41,13721.21
07BBBBB1288B1Z283,160517.1,18607.17
07BBBBB2316B1Z284,92121.88,5402.67
07BBBBB5545B1Z285,227720.87,38100.71
07BBBBB9740B1Z286,363471.28,69967.89
07BBBBB8823B1Z287,193584.43,35305.14
07BBBBB6536B1Z288,243416.13,18563.28
07BBBBB2159B1Z289,91755.89,16589.3
07BBBBB8430B1Z290,147139.32,17567.6
07BBBBB8631B1Z291,0.0,0.0
07BBBBB4325B1Z292,382836.52,39136.86
07BBBBB7201B1Z293,336819.36,58446.48
07BBBBB8250B1Z294,129626.58,12068.76
07BBBBB1183B1Z295,260977.61000000002,51191.72
07BBBBB6301B1Z296,173391.24,17043.6
07BBBBB8173B1Z297,76269.21,1472.7
07BBBBB3013B1Z298,236016.53,43301.1
07BBBBB8084B1Z299,0.0,0.0
07BBBBB8798B1Z300,172720.78999999998,3816.33
07BBBBB7862B1Z301,49301.490000000005,1979.08
07BBBBB7103B1Z302,184025.41,31829.81
07BBBBB4639B1Z303,105824.22,2930.27
07BBBBB4845B1Z304,258253.8,51052.4
07BBBBB2673B1Z305,216281.44,11117.39
07BBBBB7116B1Z306,26684.18,524.41
07BBBBB7238B1Z307,97406.82,4277.54
07BBBBB6638B1Z308,184615.15000000002,5764.14
07BBBBB6350B1Z309,300983.31,26945.38
07BBBBB1067B1Z310,293911.15,24319.09
07BBBBB3164B1Z311,273358.89,27713.79
07BBBBB3020B1Z312,84326.97,2659.27
07BBBBB9602B1Z313,101040.72,1836.81
07BBBBB6391B1Z314,120167.46999999999,3471.95
07BBBBB7685B1Z315,89756.69,3454.57
07BBBBB2605B1Z316,0.0,0.0
07BBBBB4336B1Z317,88324.01999999999,12762.08
07BBBBB4633B1Z318,124179.29000000001,22894.57
07BBBBB1318B1Z319,111098.39000000001,2602.41
07BBBBB8200B1Z320,72076.32,7450.74
07BBBBB5795B1Z321,40648.98,736.2
07BBBBB6853B1Z322,49663.69,6968.23
07BBBBB6112B1Z323,125326.5,9700.89
07BBBBB7606B1Z324,182932.63,17190.19
07BBBBB4086B1Z325,260439.88999999998,32531.1
07BBBBB8584B1Z326,188204.9,3573.37
07BBBBB2651B1Z327,212153.69,19507.49
07BBBBB2017B1Z328,314734.53,40886.17
07BBBBB9078B1Z329,80474.89,6800.72
07BBBBB5594B1Z330,329659.94999999995,8524.07
07BBBBB2029B1Z331,230436.34999999998,5013.52
07BBBBB5569B1Z332,268551.14,20772.57
07BBBBB9452B1Z333,291847.65,39858.02
07BBBBB8156B1Z334,212905.20999999996,31088.47
07BBBBB2628B1Z335,81765.33,11435.48
07BBBBB8243B1Z336,38211.55,5047.71
07BBBBB3150B1Z337,97864.51,3367.03
07BBBBB5531B1Z338,137253.65,18275.26
07BBBBB6218B1Z339,12647.46,2329.92
07BBBBB7325B1Z340,125022.51000000001,6418.1
07BBBBB6096B1Z341,24822.15,4799.3
07BBBBB8684B1Z342,38467.73,5230.24
07BBBBB2797B1Z343,94079.15,10438.06
07BBBBB1039B1Z344,73877.26,3355.07
07BBBBB2450B1Z345,171753.05,2272.95
07BBBBB5082B1Z346,258741.38,46884.84
07BBBBB3812B1Z347,125623.86,5781.53
07BBBBB3762B1Z348,201366.75,11973.77
07BBBBB9855B1Z349,106439.1,14936.47
07BBBBB2233B1Z350,149244.85,23102.88
07BBBBB8545B1Z351,369639.84,14721.93
07BBBBB2812B1Z352,161080.54,26758.68
07BBBBB5970B1Z353,65765.92,10155.26
07BBBBB2942B1Z354,136925.49,19965.39
07BBBBB9206B1Z355,159192.6,3300.78
07BBBBB8022B1Z356,283045.91000000003,36325.0
07BBBBB8224B1Z357,97966.23,11123.56
07BBBBB5812B1Z358,124154.26999999999,9346.12
07BBBBB9416B1Z359,148832.57,4001.83
07BBBBB5933B1Z360,53477.450000000004,10684.79
07BBBBB9330B1Z361,101298.23999999999,17724.66
07BBBBB9122B1Z362,275498.98,37600.56
07BBBBB1969B1Z363,196994.94999999998,6765.29
07BBBBB2004B1Z364,182717.46,14018.95
07BBBBB9958B1Z365,173013.13,16222.37
07BBBBB2942B1Z366,151636.11,3911.96
07BBBBB8125B1Z367,153363.57,8521.55
07BBBBB2380B1Z368,63521.81,4206.63
07BBBBB6341B1Z369,276120.64,24865.06
07BBBBB5633B1Z370,191124.45,26745.74
07BBBBB3492B1Z371,41010.92,3968.16
07BBBBB6851B1Z372,77714.58,4665.5
07BBBBB2688B1Z373,0.0,0.0
07BBBBB9703B1Z374,0.0,0.0
07BBBBB9128B1Z375,212535.52000000002,40801.76
07BBBBB6677B1Z376,205534.47999999998,39309.83
07BBBBB2050B1Z377,77827.15,8194.62
07BBBBB6087B1Z378,131496.51,21414.8
07BBBBB1355B1Z379,200904.01,16830.34
07BBBBB8917B1Z380,174597.81,28363.62
07BBBBB5012B1Z381,29954.94,1864.64
07BBBBB5908B1Z382,0.0,0.0
07BBBBB7595B1Z383,0.0,0.0
07BBBBB1303B1Z384,270062.35,41355.98
07BBBBB3037B1Z385,157619.37,4968.56
07BBBBB1400B1Z386,73040.82,1191.54
07BBBBB6886B1Z387,82213.01,15905.16
07BBBBB1881B1Z388,109876.81,1690.07
07BBBBB5682B1Z389,151936.29,2748.24
07BBBBB5954B1Z390,168881.88,18233.48
07BBBBB5425B1Z391,167587.59,22265.99
07BBBBB3708B1Z392,159647.78,18945.09
07BBBBB6431B1Z393,38216.05,4292.89
07BBBBB6129B1Z394,29222.78,2972.91
07BBBBB7075B1Z395,115922.71,19060.65
07BBBBB9968B1Z396,217607.53,12252.62
07BBBBB2551B1Z397,156482.91,25248.69
07BBBBB2831B1Z398,139200.18,14150.63
07BBBBB7446B1Z399,337845.66,7602.24
07BBBBB7801B1Z400,223392.2,15560.27
07BBBBB7026B1Z401,26665.07,4259.15
07BBBBB1019B1Z402,173466.26,2025.53
07BBBBB4251B1Z403,9182.18,1384.37
07BBBBB5650B1Z404,21679.98,528.53
07BBBBB6919B1Z405,114001.05,12922.54
07BBBBB9268B1Z406,116848.75,10711.65
07BBBBB8883B1Z407,71702.59000000001,8502.9
07BBBBB9296B1Z408,270744.38,16789.76
07BBBBB4924B1Z409,207229.06,4560.6
07BBBBB5245B1Z410,334511.25,4848.52
07BBBBB8656B1Z411,393591.7200000001,54007.09
07BBBBB6649B1Z412,97062.74,1082.25
07BBBBB7084B1Z413,87423.03,9235.01
07BBBBB5857B1Z414,272102.99,19482.81
07BBBBB3363B1Z415,167532.87,11140.38
07BBBBB8019B1Z416,31401.69,946.27
07BBBBB4813B1Z417,0.0,0.0
07BBBBB9760B1Z418,170905.7,7673.84
07BBBBB1374B1Z419,98448.98,1650.62
07BBBBB4234B1Z420,144980.51,24636.55
07BBBBB7514B1Z421,161946.37,10146.41
07BBBBB6284B1Z422,303933.14,45373.45
07BBBBB1083B1Z423,217400.33000000002,24834.52
07BBBBB3562B1Z424,136518.21,2356.32
07BBBBB5207B1Z425,243281.0,37400.07
07BBBBB9864B1Z426,261073.08,35037.09
07BBBBB3122B1Z427,267433.17,7521.52
07BBBBB2978B1Z428,204661.8,10253.32
07BBBBB7728B1Z429,24747.73,2576.3
07BBBBB5711B1Z430,129404.65,1590.1
07BBBBB8691B1Z431,111625.97,17972.54
07BBBBB7985B1Z432,224945.47,44364.04
07BBBBB4912B1Z433,110492.66,19766.61
07BBBBB8103B1Z434,85591.44,6782.52
07BBBBB9536B1Z435,463778.19,77491.21
07BBBBB9688B1Z436,47940.53,6108.8
07BBBBB8471B1Z437,229974.87,37173.71
07BBBBB4388B1Z438,35114.78,753.66
07BBBBB9963B1Z439,282831.65,20127.71
07BBBBB9254B1Z440,25744.25,1654.22
07BBBBB1268B1Z441,241991.07,8670.48
07BBBBB8784B1Z442,221734.41999999998,17844.39
07BBBBB5190B1Z443,156374.11,18522.35
07BBBBB1141B1Z444,194592.66,24358.82
07BBBBB8777B1Z445,122157.56,1298.24
07BBBBB4803B1Z446,147735.66999999998,9581.3
07BBBBB8966B1Z447,181322.18,22554.75
07BBBBB1009B1Z448,52350.38,2873.65
07BBBBB1498B1Z449,101923.79000000001,5391.72
07BBBBB4424B1Z450,48303.2,3534.49
07BBBBB5535B1Z451,373731.44,74575.82
07BBBBB2827B1Z452,464428.3400000001,26251.6
07BBBBB8011B1Z453,299324.25,44524.8
07BBBBB3158B1Z454,244717.31,46562.76
07BBBBB6250B1Z455,185924.85,17847.54
07BBBBB7057B1Z456,285344.2,28389.77
07BBBBB2980B1Z457,207252.09999999998,37502.14
07BBBBB3025B1Z458,156643.65,20358.66
07BBBBB2928B1Z459,0.0,0.0
07BBBBB5095B1Z460,300381.58999999997,31656.49
07BBBBB5092B1Z461,193442.4,34112.97
07BBBBB3016B1Z462,191040.21,11771.05
07BBBBB2367B1Z463,341829.22,10748.54
07BBBBB1309B1Z464,238564.79,20035.84
07BBBBB3766B1Z465,199872.71,20333.94
07BBBBB9613B1Z466,15052.5,2849.28
07BBBBB2877B1Z467,136136.82,19256.98
07BBBBB7927B1Z468,46719.67,3449.75
07BBBBB5662B1Z469,204884.21000000002,18134.84
07BBBBB6405B1Z470,291278.91000000003,22716.48
07BBBBB8654B1Z471,161851.53,4357.79
07BBBBB7024B1Z472,191248.2,33833.17
07BBBBB8854B1Z473,128927.55,25153.9
07BBBBB1105B1Z474,187186.88,24052.22
07BBBBB5752B1Z475,75523.06,5479.36
07BBBBB4299B1Z476,9847.63,630.58
07BBBBB5525B1Z477,195172.63,29905.6
07BBBBB7057B1Z478,0.0,0.0
07BBBBB9335B1Z479,77085.07,9757.39
07BBBBB3631B1Z480,119247.73999999999,13975.64
07BBBBB7776B1Z481,155788.87,8413.13
07BBBBB9351B1Z482,131948.43,6976.56
07BBBBB1959B1Z483,196691.87,28073.21
07BBBBB3565B1Z484,26554.71,1395.9
07BBBBB4697B1Z485,193429.41,7490.42
07BBBBB6030B1Z486,0.0,0.0
07BBBBB8689B1Z487,109324.70000000001,15833.54
07BBBBB5182B1Z488,39558.59,4410.88
07BBBBB9395B1Z489,257321.91999999998,47843.56
07BBBBB9739B1Z490,112396.06,18425.74
07BBBBB4896B1Z491,0.0,0.0
07BBBBB5575B1Z492,157661.19,26513.72
07BBBBB7487B1Z493,209665.52999999997,27752.9
07BBBBB7283B1Z494,148354.72999999998,3751.45
07BBBBB4561B1Z495,379072.61,62580.11
07BBBBB7941B1Z496,224686.74999999997,40335.53
07BBBBB5482B1Z497,137758.63999999998,26842.04
07BBBBB1539B1Z498,208305.06000000003,30341.26
07BBBBB2404B1Z499,86622.41,1752.73
11ABCDE3573F1Z0,473600.84,468864.83
33ABCDE6274F1Z1,505329.12,500275.83
18ABCDE1814F1Z2,401741.73,397724.31
22ABCDE6648F1Z3,441491.55,437076.63
14ABCDE8703F1Z4,774129.1599999999,766387.87
20ABCDE8432F1Z5,436401.87,432037.85
27ABCDE2814F1Z6,493886.5300000001,488947.66
25ABCDE1216F1Z7,315516.13999999996,312360.98
32ABCDE7693F1Z8,371199.01000000007,367487.02
35ABCDE9331F1Z9,452013.05000000005,447492.92
26ABCDE7298F1Z10,555349.05,549795.56
16ABCDE2783F1Z11,144443.88999999998,142999.45
12ABCDE9263F1Z12,708026.58,700946.31
18ABCDE3334F1Z13,517494.82,512319.87
26ABCDE1891F1Z14,575731.73,569974.41
30ABCDE7513F1Z15,355624.54999999993,352068.3
24ABCDE5728F1Z16,426108.65,421847.56
30ABCDE6530F1Z17,271633.28,268916.95
35ABCDE4671F1Z18,535444.0399999999,530089.6
17ABCDE6687F1Z19,355542.07,351986.65
31ABCDE8067F1Z20,540264.6900000001,534862.04
26ABCDE4287F1Z21,244930.38999999998,242481.09
36ABCDE7412F1Z22,594594.37,588648.43
23ABCDE9697F1Z23,476024.8399999999,471264.59
35ABCDE6794F1Z24,338705.83999999997,335318.78
11ABCDE5920F1Z25,573116.99,567385.82
25ABCDE8939F1Z26,641254.2699999999,634841.73
13ABCDE3199F1Z27,745768.9600000001,738311.27
31ABCDE4676F1Z28,435723.69,431366.45
12ABCDE2824F1Z29,575793.2399999999,570035.31
29ABCDE7299F1Z30,320487.00999999995,317282.14
29ABCDE3989F1Z31,552172.61,546650.88
31ABCDE7167F1Z32,552890.4,547361.5
33ABCDE3742F1Z33,326535.03,323269.68
20ABCDE9440F1Z34,589769.7500000001,583872.05
12ABCDE5551F1Z35,335372.72000000003,332018.99
13ABCDE1278F1Z36,273465.44999999995,270730.8
29ABCDE1885F1Z37,302150.17,299128.67
35ABCDE5420F1Z38,110796.43000000001,109688.47
33ABCDE6704F1Z39,275636.58999999997,272880.22
16ABCDE8074F1Z40,557457.62,551883.04
15ABCDE2773F1Z41,855148.05,846596.57
19ABCDE2700F1Z42,690496.5499999999,683591.58
14ABCDE4898F1Z43,517590.9,512414.99
27ABCDE6878F1Z44,338795.9,335407.94
21ABCDE9896F1Z45,280788.23000000004,277980.35
11ABCDE9399F1Z46,730652.3099999999,723345.79
27ABCDE6371F1Z47,159847.11,158248.64
18ABCDE9015F1Z48,578370.7300000001,572587.02
33ABCDE2626F1Z49,472528.74000000005,467803.45
31ABCDE8165F1Z50,428289.82,424006.92
36ABCDE4759F1Z51,292742.2,289814.78
22ABCDE2214F1Z52,622190.54,615968.63
36ABCDE5218F1Z53,438937.00999999995,434547.64
20ABCDE6812F1Z54,436913.55,432544.41
27ABCDE6962F1Z55,325642.2100000001,322385.79
14ABCDE1190F1Z56,360680.27,357073.47
23ABCDE4037F1Z57,321568.87,318353.18
17ABCDE9303F1Z58,324446.74,321202.27
36ABCDE1234F1Z59,465788.91,461131.02
18ABCDE5376F1Z60,561100.25,555489.25
12ABCDE4680F1Z61,392962.5199999999,389032.89
34ABCDE3914F1Z62,148460.83000000002,146976.22
13ABCDE3488F1Z63,367902.33999999997,364223.32
17ABCDE3922F1Z64,508556.19,503470.63
14ABCDE6695F1Z65,728060.9500000002,720780.34
36ABCDE6093F1Z66,432509.1,428184.01
32ABCDE6645F1Z67,524540.5700000001,519295.16
21ABCDE3359F1Z68,294920.63,291971.42
23ABCDE2626F1Z69,760634.82,753028.47
34ABCDE2511F1Z70,265308.25,262655.17
32ABCDE3766F1Z71,606386.7899999999,600322.92
20ABCDE8471F1Z72,369308.91000000003,365615.82
10ABCDE9125F1Z73,466982.26,462312.44
34ABCDE3157F1Z74,517429.93000000005,512255.63
26ABCDE2194F1Z75,641661.6,635244.98
19ABCDE2941F1Z76,168412.9,166728.77
11ABCDE8464F1Z77,255744.74000000002,253187.29
22ABCDE5255F1Z78,404292.47,400249.55
11ABCDE6917F1Z79,214052.38999999998,211911.87
13ABCDE3078F1Z80,302652.93,299626.4
26ABCDE7636F1Z81,619173.2300000001,612981.5
13ABCDE5149F1Z82,751996.59,744476.62
26ABCDE3416F1Z83,403417.26,399383.09
16ABCDE6638F1Z84,383877.82,380039.04
20ABCDE4637F1Z85,523881.63999999996,518642.82
30ABCDE1490F1Z86,293237.12999999995,290304.76
30ABCDE6657F1Z87,277386.61,274612.74
36ABCDE4854F1Z88,466576.91000000003,461911.14
28ABCDE3655F1Z89,347415.68,343941.52
33ABCDE9723F1Z90,784994.24,777144.3
26ABCDE1293F1Z91,435386.47000000003,431032.61
19ABCDE6745F1Z92,202581.62,200555.8
21ABCDE1674F1Z93,668447.5199999999,661763.04
24ABCDE8176F1Z94,481422.46,476608.24
26ABCDE7520F1Z95,388048.70999999996,384168.22
13ABCDE7985F1Z96,377089.62000000005,373318.72
25ABCDE6399F1Z97,422254.95999999996,418032.41
29ABCDE9213F1Z98,520484.26,515279.42
33ABCDE9918F1Z99,399402.19,395408.17
13ABCDE3134F1Z100,428877.82999999996,424589.05
29ABCDE9893F1Z101,763520.1000000001,755884.9
29ABCDE2802F1Z102,491312.0,486398.88
20ABCDE9023F1Z103,647176.1200000001,640704.36
24ABCDE3017F1Z104,363651.7,360015.18
11ABCDE7117F1Z105,551370.41,545856.71
29ABCDE3890F1Z106,221307.57,219094.49
28ABCDE9620F1Z107,358543.5,354958.07
17ABCDE9252F1Z108,485165.91000000003,480314.25
31ABCDE2200F1Z109,644036.29,637595.93
14ABCDE2903F1Z110,472921.7299999999,468192.51
23ABCDE5782F1Z111,417739.72000000003,413562.32
16ABCDE8946F1Z112,543014.1099999999,537583.97
21ABCDE4573F1Z113,555131.4199999999,549580.11
33ABCDE9745F1Z114,384252.19,380409.67
21ABCDE1194F1Z115,641948.66,635529.17
15ABCDE8579F1Z116,431127.2099999999,426815.94
27ABCDE8491F1Z117,404138.07,400096.69
12ABCDE2905F1Z118,714999.53,707849.53
32ABCDE2670F1Z119,453816.67999999993,449278.51
19ABCDE1403F1Z120,831585.18,823269.33
12ABCDE4058F1Z121,660169.56,653567.86
14ABCDE8617F1Z122,193023.38,191093.15
36ABCDE7264F1Z123,605197.06,599145.09
32ABCDE9754F1Z124,408053.02999999997,403972.5
14ABCDE5100F1Z125,458150.82999999996,453569.32
14ABCDE5687F1Z126,345837.97000000003,342379.59
14ABCDE7330F1Z127,613606.54,607470.47
16ABCDE1693F1Z128,466417.42,461753.25
35ABCDE3302F1Z129,359507.79,355912.71
30ABCDE4266F1Z130,885276.44,876423.68
31ABCDE6748F1Z131,695519.93,688564.73
15ABCDE1809F1Z132,385234.38,381382.04
12ABCDE5973F1Z133,457423.03,452848.8
18ABCDE2635F1Z134,372965.49,369235.84
19ABCDE2000F1Z135,473382.01,468648.19
34ABCDE4453F1Z136,314717.03,311569.86
27ABCDE3147F1Z137,555204.08,549652.04
15ABCDE5656F1Z138,645840.36,639381.96
19ABCDE6787F1Z139,356537.15,352971.78
24ABCDE9252F1Z140,760676.47,753069.71
31ABCDE4288F1Z141,579369.33,573575.64
11ABCDE6992F1Z142,555647.22,550090.75
19ABCDE7173F1Z143,507939.41000000003,502860.02
28ABCDE2360F1Z144,493189.80000000005,488257.9
32ABCDE4452F1Z145,290579.59,287673.79
32ABCDE5551F1Z146,524722.48,519475.26
20ABCDE8920F1Z147,220882.93000000002,218674.1
32ABCDE1904F1Z148,230787.49000000002,228479.62
23ABCDE4296F1Z149,351846.67000000004,348328.2
10ABCDE6651F1Z150,328692.74,325405.81
16ABCDE3580F1Z151,260274.24999999997,257671.51
23ABCDE6292F1Z152,85626.71,84770.44
24ABCDE1154F1Z153,676858.1200000001,670089.54
36ABCDE7762F1Z154,871610.0400000002,862893.94
21ABCDE7622F1Z155,695652.3,688695.78
16ABCDE8549F1Z156,451337.07000000007,446823.7
18ABCDE6106F1Z157,404126.84,400085.57
13ABCDE8211F1Z158,467153.0,462481.47
25ABCDE5512F1Z159,585404.82,579550.77
33ABCDE5889F1Z160,616069.28,609908.59
13ABCDE8839F1Z161,835094.31,826743.37
10ABCDE6950F1Z162,442790.25,438362.35
26ABCDE5131F1Z163,400902.98,396893.95
25ABCDE6753F1Z164,342796.43999999994,339368.48
21ABCDE5946F1Z165,364828.12,361179.84
25ABCDE7411F1Z166,280223.82,277421.58
23ABCDE1490F1Z167,320949.17000000004,317739.68
13ABCDE6098F1Z168,306468.88,303404.19
35ABCDE8847F1Z169,541965.9299999999,536546.27
24ABCDE4801F1Z170,459373.47,454779.74
20ABCDE4438F1Z171,376563.22,372797.59
24ABCDE2254F1Z172,649211.8,642719.68
36ABCDE1422F1Z173,378614.39999999997,374828.26
15ABCDE6150F1Z174,288022.03,285141.81
34ABCDE4644F1Z175,208156.27,206074.71
13ABCDE5696F1Z176,399336.74,395343.37
14ABCDE5687F1Z177,635462.45,629107.83
17ABCDE3400F1Z178,310492.32999999996,307387.41
26ABCDE1845F1Z179,639634.9099999999,633238.56
32ABCDE6645F1Z180,503466.96,498432.29
35ABCDE3063F1Z181,512411.99,507287.87
13ABCDE3042F1Z182,270060.36,267359.76
33ABCDE5021F1Z183,253319.38999999998,250786.2
33ABCDE8614F1Z184,276876.27,274107.51
18ABCDE6417F1Z185,850159.65,841658.05
20ABCDE4145F1Z186,167466.04,165791.38
14ABCDE1625F1Z187,528245.7,522963.24
20ABCDE8514F1Z188,315950.22,312790.72
29ABCDE2754F1Z189,335898.94999999995,332539.96
12ABCDE4679F1Z190,323465.22,320230.57
28ABCDE4249F1Z191,491270.92000000004,486358.21
14ABCDE1347F1Z192,400527.68999999994,396522.41
19ABCDE3312F1Z193,641265.91,634853.25
28ABCDE3893F1Z194,502547.82,497522.34
15ABCDE5767F1Z195,363517.07,359881.9
10ABCDE6453F1Z196,507141.9099999999,502070.49
35ABCDE6394F1Z197,628907.63,622618.55
22ABCDE3575F1Z198,599204.61,593212.56
30ABCDE4958F1Z199,515864.48,510705.84
13ABCDE2745F1Z200,582114.48,576293.34
11ABCDE4435F1Z201,559385.4899999999,553791.64
32ABCDE5215F1Z202,693886.35,686947.49
26ABCDE9345F1Z203,416884.81000000006,412715.96
23ABCDE7239F1Z204,347063.5,343592.86
14ABCDE2119F1Z205,489253.64,484361.1
11ABCDE5000F1Z206,415048.98000000004,410898.49
19ABCDE1195F1Z207,515467.79999999993,510313.12
22ABCDE3943F1Z208,392518.95,388593.76
36ABCDE6769F1Z209,612268.74,606146.05
31ABCDE6714F1Z210,528435.26,523150.91
20ABCDE8817F1Z211,378473.91000000003,374689.17
10ABCDE6103F1Z212,350946.75,347437.28
24ABCDE9901F1Z213,375352.96,371599.43
20ABCDE3243F1Z214,244604.21,242158.17
14ABCDE5091F1Z215,269686.63,266989.76
36ABCDE8262F1Z216,411056.18999999994,406945.63
18ABCDE7285F1Z217,488645.85000000003,483759.39
20ABCDE8643F1Z218,254892.54,252343.61
25ABCDE7716F1Z219,242944.11,240514.67
30ABCDE4720F1Z220,611049.9299999999,604939.43
36ABCDE2747F1Z221,745248.6099999999,737796.12
34ABCDE6082F1Z222,328773.38,325485.65
28ABCDE2013F1Z223,314245.70000000007,311103.24
29ABCDE7543F1Z224,410660.62,406554.01
25ABCDE7090F1Z225,645491.9999999999,639037.08
21ABCDE3051F1Z226,480168.87,475367.18
18ABCDE5246F1Z227,282839.69,280011.29
23ABCDE2439F1Z228,410198.87999999995,406096.89
29ABCDE9226F1Z229,658435.94,651851.58
17ABCDE6855F1Z230,302631.05,299604.74
11ABCDE9526F1Z231,353582.33,350046.51
24ABCDE7881F1Z232,576855.0900000001,571086.54
12ABCDE1403F1Z233,191098.27999999997,189187.3
30ABCDE1637F1Z234,384992.12,381142.2
15ABCDE2702F1Z235,509308.64,504215.55
27ABCDE1740F1Z236,462058.4,457437.82
33ABCDE4255F1Z237,494038.01999999996,489097.64
23ABCDE8791F1Z238,521126.52999999997,515915.26
18ABCDE2440F1Z239,725644.4500000001,718388.01
19ABCDE3423F1Z240,255378.47999999998,252824.7
33ABCDE5912F1Z241,565668.3400000001,560011.66
28ABCDE7687F1Z242,422204.32,417982.28
16ABCDE2611F1Z243,500200.68,495198.67
29ABCDE9837F1Z244,567093.65,561422.71
26ABCDE9014F1Z245,594863.33,588914.7
29ABCDE2567F1Z246,351412.06,347897.94
24ABCDE4544F1Z247,336449.3,333084.81
32ABCDE5706F1Z248,696993.39,690023.46
11ABCDE5245F1Z249,486341.46,481478.05
10ABCDE2632F1Z250,428044.3799999999,423763.94
22ABCDE7366F1Z251,369460.77,365766.16
33ABCDE6017F1Z252,680972.96,674163.23
34ABCDE8198F1Z253,391202.79,387290.76
24ABCDE8202F1Z254,588323.47,582440.24
16ABCDE4144F1Z255,455620.01,451063.81
24ABCDE2224F1Z256,400439.58999999997,396435.19
21ABCDE3055F1Z257,353476.3,349941.54
14ABCDE3531F1Z258,395698.74,391741.75
10ABCDE2230F1Z259,561266.52,555653.85
13ABCDE5429F1Z260,386433.36000000004,382569.03
33ABCDE2828F1Z261,300078.08999999997,297077.31
36ABCDE2823F1Z262,609377.71,603283.93
36ABCDE2858F1Z263,573038.61,567308.22
36ABCDE4648F1Z264,413243.42,409110.99
18ABCDE8021F1Z265,397664.36999999994,393687.73
17ABCDE5363F1Z266,188399.87999999998,186515.88
19ABCDE8619F1Z267,667572.21,660896.49
18ABCDE7642F1Z268,478215.98000000004,473433.82
14ABCDE5616F1Z269,347099.17000000004,343628.18
28ABCDE8211F1Z270,305802.48000000004,302744.46
21ABCDE2404F1Z271,135591.83000000002,134235.91
34ABCDE9504F1Z272,753577.9700000002,746042.19
32ABCDE6190F1Z273,759235.1200000001,751642.77
36ABCDE6998F1Z274,456857.51999999996,452288.94
32ABCDE4830F1Z275,531818.47,526500.29
31ABCDE2214F1Z276,833908.0499999998,825568.97
23ABCDE6337F1Z277,445215.3300000001,440763.18
31ABCDE8652F1Z278,400689.68,396682.78
10ABCDE8383F1Z279,487259.44,482386.85
32ABCDE6115F1Z280,271755.27,269037.72
32ABCDE9072F1Z281,320901.23,317692.22
23ABCDE8663F1Z282,672189.35,665467.46
20ABCDE3438F1Z283,584329.0100000001,578485.72
16ABCDE9999F1Z284,315092.73,311941.8
16ABCDE7459F1Z285,470904.70000000007,466195.65
14ABCDE9497F1Z286,599643.66,593647.22
27ABCDE4129F1Z287,185275.43,183422.68
15ABCDE9848F1Z288,548974.08,543484.34
29ABCDE9053F1Z289,500658.93000000005,495652.34
35ABCDE7124F1Z290,413906.12,409767.06
19ABCDE3969F1Z291,507850.77999999997,502772.27
13ABCDE6500F1Z292,415747.85000000003,411590.37
33ABCDE3009F1Z293,432217.05000000005,427894.88
25ABCDE5606F1Z294,652023.4899999999,645503.26
34ABCDE2965F1Z295,489636.18,484739.82
25ABCDE8926F1Z296,161935.90999999997,160316.55
17ABCDE2794F1Z297,318357.93,315174.35
20ABCDE6941F1Z298,688951.2600000001,682061.75
22ABCDE4849F1Z299,338378.49000000005,334994.71
17ABCDE9382F1Z300,395335.83999999997,391382.48
14ABCDE6012F1Z301,665877.5299999999,659218.75
11ABCDE7783F1Z302,284999.86,282149.86
24ABCDE9818F1Z303,186734.78,184867.43
10ABCDE5467F1Z304,782548.73,774723.24
30ABCDE4660F1Z305,360698.04000000004,357091.06
28ABCDE6130F1Z306,315222.89999999997,312070.67
22ABCDE7516F1Z307,493467.75000000006,488533.07
12ABCDE9551F1Z308,249493.96000000002,246999.02
36ABCDE2325F1Z309,333126.25000000006,329794.99
19ABCDE8897F1Z310,525109.3300000001,519858.24
12ABCDE7574F1Z311,290772.75,287865.02
30ABCDE4896F1Z312,1063606.27,1052970.21
23ABCDE5966F1Z313,538231.3899999999,532849.08
13ABCDE3080F1Z314,403026.04000000004,398995.78
22ABCDE6794F1Z315,364267.38,360624.71
22ABCDE3061F1Z316,483942.62,479103.19
15ABCDE1206F1Z317,438346.68000000005,433963.21
29ABCDE6322F1Z318,346865.18,343396.53
29ABCDE9456F1Z319,217803.65,215625.61
35ABCDE4571F1Z320,285289.26,282436.37
13ABCDE2763F1Z321,538033.69,532653.35
10ABCDE7755F1Z322,523945.12999999995,518705.68
